player_id,first_name,last_name,is_captain,player_status,player_url,team_name,team_id,team_color,position,position_text,final_score,player_headshot,round_1_score,round_2_score,round_3_score,round_1_eagles_or_better,round_1_birdies,round_1_bogeys,round_1_double_bogeys_or_worse,round_1_total_score,round_1_start_hole,detail-1-1,detail-1-2,detail-1-3,detail-1-4,detail-1-5,detail-1-6,detail-1-7,detail-1-8,detail-1-9,detail-1-10,detail-1-11,detail-1-12,detail-1-13,detail-1-14,detail-1-15,detail-1-16,detail-1-17,detail-1-18,round_3_eagles_or_better,round_3_birdies,round_3_bogeys,round_3_double_bogeys_or_worse,round_3_total_score,round_3_start_hole,detail-3-1,detail-3-2,detail-3-3,detail-3-4,detail-3-5,detail-3-6,detail-3-7,detail-3-8,detail-3-9,detail-3-10,detail-3-11,detail-3-12,detail-3-13,detail-3-14,detail-3-15,detail-3-16,detail-3-17,detail-3-18,round_2_eagles_or_better,round_2_birdies,round_2_bogeys,round_2_double_bogeys_or_worse,round_2_total_score,round_2_start_hole,detail-2-1,detail-2-2,detail-2-3,detail-2-4,detail-2-5,detail-2-6,detail-2-7,detail-2-8,detail-2-9,detail-2-10,detail-2-11,detail-2-12,detail-2-13,detail-2-14,detail-2-15,detail-2-16,detail-2-17,detail-2-18
10057,Eugenio,Chacarra,False,Playing,https://www.livgolf.com/players/eugenio-chacarra/,Fireballs GC,10007.0,#E52322,30,T30,-2,https://images.livgolf.com/image/private/{formatInstructions}/prd/arno49dkj88axkrzsxam,-2,-1,+1,1,1,1,0,68,10,5,4,4,4,3,4,4,3,4,3,4,3,5,4,3,3,4,4,0,1,0,1,71,8,5,4,4,4,3,4,4,3,3,4,4,3,4,4,5,5,4,4,0,4,3,0,69,6,5,3,4,4,3,4,4,4,4,5,4,4,3,3,4,3,4,4
10043,Phil,Mickelson,True,Playing,https://www.livgolf.com/players/phil-mickelson/,HyFlyers GC,10005.0,#000000,31,T30,-2,https://images.livgolf.com/image/private/{formatInstructions}/prd/df8kcdduqziqv0wq6wx8,E,-3,+1,0,4,4,0,70,18,4,4,4,5,3,5,4,3,5,4,4,3,5,4,4,2,4,3,0,4,5,0,71,8,4,3,4,4,3,5,4,3,3,4,4,4,5,4,4,4,4,5,0,5,2,0,67,12,4,3,4,4,3,3,3,3,5,4,4,3,4,4,4,3,4,5
10078,Thomas,Pieters,False,Playing,https://www.livgolf.com/players/thomas-pieters/,RangeGoats GC,10011.0,#F74FD4,32,T30,-2,https://images.livgolf.com/image/private/{formatInstructions}/prd/u1i5mtwubl4vuimwef10,-5,E,+3,0,6,1,0,65,14,4,4,4,4,3,4,4,3,4,3,4,3,3,5,4,3,3,3,0,4,4,1,73,16,4,5,4,3,3,5,4,3,4,3,4,4,7,4,4,3,4,5,0,3,3,0,70,1,5,4,4,4,3,4,3,3,4,3,4,4,4,4,4,3,5,5
10064,Joaquin,Niemann,True,Playing,https://www.livgolf.com/players/joaquin-niemann/,Torque GC,10010.0,#4EBFBA,33,T30,-2,https://images.livgolf.com/image/private/{formatInstructions}/prd/iypn8suklydoenjttqqs,-2,-4,+4,0,5,3,0,68,1,5,3,4,4,3,5,4,3,4,5,3,4,3,3,4,3,4,4,0,3,4,1,74,17,4,5,4,4,4,4,4,3,4,4,4,3,7,3,4,4,4,5,0,4,0,0,66,7,4,4,4,4,3,4,4,2,4,3,4,3,4,4,4,3,4,4
10013,Matt,Jones,False,Playing,https://www.livgolf.com/players/matt-jones/,Ripper GC,10012.0,#590526,34,T34,-1,https://images.livgolf.com/image/private/{formatInstructions}/prd/yvrui8wiwlmdkwu7jeka,+3,-3,-1,0,2,3,1,73,13,5,4,4,4,3,3,4,3,4,4,4,4,4,5,4,4,4,6,0,3,2,0,69,13,5,4,4,4,2,4,4,2,4,3,4,3,4,5,5,3,4,5,0,6,3,0,67,15,4,4,4,4,3,4,4,2,5,3,3,3,3,5,4,3,4,5
10059,Charles,Howell III,False,Playing,https://www.livgolf.com/players/charles-howell-iii/,Crushers GC,10008.0,#111B2B,35,T34,-1,https://images.livgolf.com/image/private/{formatInstructions}/prd/jg1gvsix1hwnx7v5ptdt,+1,-2,E,0,3,4,0,71,17,4,4,4,4,4,3,4,3,4,4,4,3,3,5,6,4,4,4,0,4,4,0,70,11,5,4,4,4,2,3,5,3,4,3,4,4,4,4,4,4,4,5,0,4,2,0,68,13,4,5,4,4,3,4,4,3,4,3,4,3,4,5,4,3,4,3
10024,Kevin,Na,True,Playing,https://www.livgolf.com/players/kevin-na/,Iron Heads GC,10001.0,#CACACA,36,T34,-1,https://images.livgolf.com/image/private/{formatInstructions}/prd/j4tby2pbebc610wmxewf,E,-2,+1,0,6,4,1,70,6,4,3,4,5,3,4,5,5,5,3,3,4,4,3,4,3,4,4,0,1,2,0,71,10,5,4,5,4,3,5,4,3,4,3,4,3,4,4,5,3,4,4,0,3,1,0,68,12,5,4,3,4,2,4,4,3,4,4,4,3,4,4,5,4,3,4
10067,Cameron,Tringale,False,Playing,https://www.livgolf.com/players/cameron-tringale/,HyFlyers GC,10005.0,#000000,37,T34,-1,https://images.livgolf.com/image/private/{formatInstructions}/prd/dx8bgyzklw7osnv4xnto,-1,-2,+2,0,5,4,0,69,14,4,5,4,4,3,4,4,4,5,3,3,3,3,5,4,3,4,4,0,3,3,1,72,9,4,4,4,5,3,3,4,3,4,3,5,3,6,4,5,4,4,4,0,6,2,1,68,9,4,3,3,6,3,3,4,3,4,4,5,3,4,5,4,3,3,4
10020,Jinichiro,Kozuma,False,Playing,https://www.livgolf.com/players/jinichiro-kozuma/,Iron Heads GC,10001.0,#CACACA,38,T34,-1,https://images.livgolf.com/image/private/{formatInstructions}/prd/gn52chzbzv5plkov447u,-2,-4,+5,0,3,1,0,68,10,6,4,3,4,3,4,4,3,4,4,3,3,4,4,4,3,4,4,0,2,2,2,75,3,5,4,4,6,3,4,5,3,3,4,4,3,4,4,4,3,7,5,0,6,2,0,66,6,4,4,3,4,2,4,4,3,5,4,3,2,3,4,5,3,4,5
10056,Carlos,Ortiz,False,Playing,https://www.livgolf.com/players/carlos-ortiz/,Torque GC,10010.0,#4EBFBA,39,T39,E,https://images.livgolf.com/image/private/{formatInstructions}/prd/mhd1k4x1acwgprkbapja,-2,+3,-1,0,4,2,0,68,15,4,4,5,3,4,4,4,3,4,4,4,2,4,4,4,3,4,4,0,3,2,0,69,15,5,4,4,3,3,5,4,3,4,4,3,3,3,4,6,3,4,4,0,2,3,1,73,7,4,4,4,4,3,4,4,3,4,4,5,3,4,5,4,3,5,6
10076,Danny,Lee,False,Playing,https://www.livgolf.com/players/danny-lee/,Iron Heads GC,10001.0,#CACACA,40,T39,E,https://images.livgolf.com/image/private/{formatInstructions}/prd/l6rvxrdmkwyjb6lsuhvf,-2,+2,E,0,3,1,0,68,9,4,4,5,4,3,4,3,3,4,3,4,3,4,4,5,3,4,4,1,2,4,0,70,14,5,4,4,5,3,4,3,3,3,5,4,4,4,4,3,3,4,5,0,2,4,0,72,5,5,3,3,4,4,4,4,3,5,4,4,3,4,5,5,3,5,4
10075,Dean,Burmester,False,Playing,https://www.livgolf.com/players/dean-burmester/,Stinger GC,10002.0,#007749,41,T39,E,https://images.livgolf.com/image/private/{formatInstructions}/v1738947483/prd/dyg6zpgvisucosc4lueg,E,-1,+1,0,5,3,1,70,5,5,4,4,4,4,5,3,2,6,4,3,3,4,5,4,3,4,3,0,1,2,0,71,11,4,4,4,4,3,4,4,3,4,4,4,3,4,5,5,3,5,4,0,3,2,0,69,13,5,4,4,5,3,5,4,3,4,3,4,3,4,4,5,2,3,4
10040,Lee,Westwood,True,Playing,https://www.livgolf.com/players/lee-westwood/,Majesticks GC,10004.0,#190046,42,T39,E,https://images.livgolf.com/image/private/{formatInstructions}/prd/kjzbh6lmlmpbx3gb8q6m,-1,-1,+2,0,2,1,0,69,15,5,4,4,4,3,4,5,3,4,3,4,3,4,4,4,3,4,4,0,3,3,1,72,10,4,5,4,5,3,4,4,3,6,3,4,2,4,4,5,4,4,4,0,2,1,0,69,10,5,4,4,5,3,4,4,3,4,4,3,3,4,3,5,3,4,4
